eggpod -1020.0 -426.0 15.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
eggpod -630.0 -192.0 15.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
reactor 656.0 -304.0 15.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
arm 600.0 -107.0 13.125 0.0 -90.0 0.0 0.0 0.0 1.0 30.0 -90.0 0.0
telenode 784.0 -320.0 4.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
telenode 621.0 19.0 4.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
mgturret 846.0 -105.0 20.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
acid_tube -1120.0 -432.0 15.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube -880.0 -48.0 271.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
medistat 698.0 -109.0 7.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube -768.0 -448.0 15.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
mgturret 622.0 87.0 20.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
dpoint_b -535.812439 594.618164 256.625 0.0 86.0 0.0 0.0 0.0 1.0 30.0 86.0 1.0
dpoint_a -94.649895 -238.695053 256.625 0.0 -179.0 0.0 0.0 0.0 1.0 30.0 -179.0 1.0
overmind -890.0 -435.0 15.125 0.0 -90.0 0.0 0.0 0.0 1.0 30.0 -90.0 0.0
