telenode 2316.0 1556.0 36.125 0.0 167.563004 0.0 0.0 0.0 1.0 30.0 167.563004 0.0
telenode 2136.0 1456.0 36.125 0.0 73.754997 0.0 0.0 0.0 1.0 30.0 73.754997 0.0
medistat 2216.0 1572.0 39.125 0.0 91.905602 0.0 0.0 0.0 1.0 30.0 91.905602 0.0
mgturret 2114.0 1572.0 52.125 0.0 -44.5219 0.0 0.0 0.0 1.0 0.0 -44.5219 0.0
mgturret 2328.0 1352.0 -91.875 0.0 -165.425003 0.0 0.0 0.0 1.0 0.0 -165.425003 0.0
overmind -1926.550049 -1343.079956 151.125 0.0 95.156998 0.0 0.0 0.0 1.0 30.0 95.156998 0.0
eggpod -1944.0 -1432.0 151.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
eggpod -1704.0 -1200.0 143.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
acid_tube -1072.0 -1368.0 -96.875 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube -1592.0 -1216.0 143.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube -1896.0 -1552.0 151.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
arm 2248.0 1680.0 5.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
dpoint_c 104.371643 -170.103775 320.625 0.0 179.0 0.0 0.0 0.0 1.0 30.0 179.0 1.0
dpoint_a 1388.691162 24.023182 260.625 0.0 -50.0 0.0 0.0 0.0 1.0 30.0 -50.0 1.0
reactor 2356.0 1680.0 7.125 0.0 32.896 0.0 0.0 0.0 1.0 30.0 32.896 0.0
dpoint_b -574.346924 -128.062637 256.625 0.0 177.0 0.0 0.0 0.0 1.0 30.0 177.0 1.0
