eggpod 788.0 -120.0 -144.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
acid_tube 600.0 176.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube 640.0 -248.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube 792.0 -40.0 -144.875 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
reactor -1416.0 -264.0 335.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
telenode -1404.0 -92.0 324.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
telenode -1284.0 -176.0 324.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
arm -1424.0 88.0 333.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
medistat -1424.0 8.0 327.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
mgturret -1176.0 -280.0 340.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
mgturret -1232.0 -92.0 340.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
mgturret -1304.0 76.0 340.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
dpoint_b -1183.939087 -525.672852 32.125 0.0 89.0 0.0 0.0 0.0 1.0 30.0 89.0 1.0
overmind 608.0 -32.0 -144.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
dpoint_c 165.10376 589.466675 32.125 0.0 1.0 0.0 0.0 0.0 1.0 30.0 1.0 1.0
dpoint_a -1025.243286 -1792.068848 352.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 1.0
eggpod 788.0 40.0 -144.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
