reactor 400.0 -56.0 495.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
arm 80.0 -48.0 493.125 0.0 -90.0 0.0 0.0 0.0 1.0 30.0 -90.0 0.0
medistat 168.0 -48.0 487.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
mgturret -128.0 24.0 500.125 0.0 180.0 0.0 0.0 0.0 1.0 0.0 180.0 0.0
telenode 344.0 -360.0 484.125 0.0 270.0 0.0 0.0 0.0 1.0 30.0 270.0 0.0
mgturret 248.0 -136.0 500.125 0.0 180.0 0.0 0.0 0.0 1.0 0.0 180.0 0.0
mgturret -144.0 -176.0 500.125 0.0 180.0 0.0 0.0 0.0 1.0 0.0 180.0 0.0
eggpod 1856.0 -184.0 -407.937256 0.0 360.0 0.0 6.2378e-2 -0.0 0.998053 30.0 360.0 0.0
dpoint_c -385.126038 -2731.738037 234.625 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 1.0
dpoint_b 148.136414 -1151.702271 -255.375 0.0 179.0 0.0 0.0 0.0 1.0 30.0 179.0 1.0
dpoint_a 1092.619385 -1343.637939 352.625 0.0 -88.0 0.0 0.0 0.0 1.0 30.0 -88.0 1.0
eggpod 2072.0 -736.0 -416.140625 0.0 270.0 0.0 0.0 1.5623e-2 0.999878 30.0 270.0 0.0
eggpod 1816.0 -608.0 -242.788971 0.0 180.0 0.0 -2.15e-2 0.0 0.999769 30.0 180.0 0.0
telenode 208.0 -240.0 484.125 0.0 360.0 0.0 0.0 0.0 1.0 30.0 360.0 0.0
