medistat -480.0 -128.0 -8.875 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
mgturret -384.0 -176.0 148.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
mgturret -400.0 -384.0 4.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
mgturret -256.0 -176.0 148.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
telenode -272.0 -136.0 -3.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
telenode -272.0 -208.0 -3.375 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
mgturret -704.0 -128.0 4.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
eggpod 2432.0 -928.0 -176.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
eggpod 2416.0 -816.0 -176.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
acid_tube 2528.0 -1000.0 15.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube 2360.0 -984.0 15.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube 2352.0 -304.0 -176.875 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
reactor -592.0 -128.0 -0.875 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
overmind 2448.0 -344.0 15.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
mgturret -576.0 -224.0 4.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
dpoint_a 1026.590942 -4.806438 -39.375 0.0 -89.0 0.0 0.0 0.0 1.0 30.0 -89.0 1.0
dpoint_c 260.342957 -1349.027588 -47.375 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 1.0
arm -360.0 -128.0 5.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
dpoint_b 2456.508789 1124.861572 -199.375 0.0 -179.0 0.0 0.0 0.0 1.0 30.0 -179.0 1.0
