eggpod 288.0 1968.0 47.125 0.0 360.0 0.0 0.0 0.0 1.0 30.0 360.0 0.0
reactor 88.0 -656.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
overmind -80.0 2200.0 47.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
arm 96.0 -512.0 45.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
acid_tube 64.0 1964.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube -128.0 1696.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube 224.0 1376.0 15.125 0.0 0.0 0.0 0.0 -0.0 1.0 30.0 0.0 0.0
acid_tube 288.0 2124.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
mgturret 128.0 -160.0 52.125 0.0 90.0 0.0 0.0 0.0 1.0 0.0 90.0 0.0
mgturret -292.0 -568.0 52.125 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0
mgturret -224.0 160.0 20.125 0.0 -90.0 0.0 -0.0 0.0 1.0 0.0 -90.0 0.0
mgturret -224.0 -160.0 52.125 0.0 90.0 0.0 0.0 0.0 1.0 0.0 90.0 0.0
medistat 16.0 -512.0 39.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
telenode 32.0 336.0 4.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
eggpod -32.0 1232.0 15.125 0.0 270.0 0.0 0.0 0.0 1.0 30.0 270.0 0.0
acid_tube 224.0 1696.0 47.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
dpoint_a -3.397029 767.89978 -135.375 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 1.0
telenode -288.0 -440.0 36.125 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
dpoint_b 797.967285 -417.380676 16.625 0.0 -179.0 0.0 0.0 0.0 1.0 30.0 -179.0 1.0
dpoint_c -798.447754 1949.971313 16.625 0.0 -1.0 0.0 0.0 0.0 1.0 30.0 -1.0 1.0
