medistat 1696.0 200.0 23.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
arm 1616.0 200.0 29.125 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
mgturret 1760.0 64.0 -107.875 0.0 180.0 0.0 0.0 0.0 1.0 0.0 180.0 0.0
mgturret 1632.0 -256.0 36.125 0.0 270.0 0.0 0.0 0.0 1.0 0.0 270.0 0.0
mgturret 1760.0 -64.0 -107.875 0.0 180.0 0.0 0.0 0.0 1.0 0.0 180.0 0.0
acid_tube -1680.0 -336.0 31.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
acid_tube -1712.0 -176.0 -112.875 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
acid_tube -1712.0 176.0 -112.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
eggpod -1856.0 448.0 31.125 0.0 405.0 0.0 0.0 0.0 1.0 30.0 405.0 0.0
eggpod -1728.0 320.0 31.125 0.0 405.0 0.0 0.0 0.0 1.0 30.0 405.0 0.0
overmind -1744.0 448.0 31.125 0.0 45.0 0.0 0.0 0.0 1.0 30.0 45.0 0.0
telenode 1792.0 448.0 20.125 0.0 495.0 0.0 0.0 0.0 1.0 30.0 495.0 0.0
telenode 1664.0 320.0 20.125 0.0 495.0 0.0 0.0 0.0 1.0 30.0 495.0 0.0
reactor 1664.0 448.0 31.125 0.0 0.0 0.0 0.0 0.0 1.0 30.0 0.0 0.0
dpoint_a -22.48654 239.399048 112.625 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 1.0
acid_tube -1896.0 -304.0 31.125 0.0 270.0 0.0 0.0 0.0 1.0 30.0 270.0 0.0
dpoint_b -34.0 -1090.0 -239.875 0.0 447.0 360.0 0.0 0.0 1.0 30.0 447.0 1.0
acid_tube -1904.0 -176.0 -112.875 0.0 180.0 0.0 0.0 0.0 1.0 30.0 180.0 0.0
acid_tube -1904.0 176.0 -112.875 0.0 90.0 0.0 0.0 0.0 1.0 30.0 90.0 0.0
